threshold,evaluated_count,true_danger,missed_danger,false_danger,true_safe,danger_recall,safe_recall,balanced_accuracy
0.141,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.142,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.143,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.144,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.145,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.146,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.147,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.148,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.149,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.15,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.151,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.152,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.153,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.154,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.155,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.156,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.157,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.158,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.159,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.16,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.161,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.162,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.163,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
0.164,311,97,17,33,164,0.850877192982456,0.83248730964467,0.841682251313563
