threshold,evaluated_count,true_danger,missed_danger,false_danger,true_safe,danger_recall,safe_recall,balanced_accuracy
0.365,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.366,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.367,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.368,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.369,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.37,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.371,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.372,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.373,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.374,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.375,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.376,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.377,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.378,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.379,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.38,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.381,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.382,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.383,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.384,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.385,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.386,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.387,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.388,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.389,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.39,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.391,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.392,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.393,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.394,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.395,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.396,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.397,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.398,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.399,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.4,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.401,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.402,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.403,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.404,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.405,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.406,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.407,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.408,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.409,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.41,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.411,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.412,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.413,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.414,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.415,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.416,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.417,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.418,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.419,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.42,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.421,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.422,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.423,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.424,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.425,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.426,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.427,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.428,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.429,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.43,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.431,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.432,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.433,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.434,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.435,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.436,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.437,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.438,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.439,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.44,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.441,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.442,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.443,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.444,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.445,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.446,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.447,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.448,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.449,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.45,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.451,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.452,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.453,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.454,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.455,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.456,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.457,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.458,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.459,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.46,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.461,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.462,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.463,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.464,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.465,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.466,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.467,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.468,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.469,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.47,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.471,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.472,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.473,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.474,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.475,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.476,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.477,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.478,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.479,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.48,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.481,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.482,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.483,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.484,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.485,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.486,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.487,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.488,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.489,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.49,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.491,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.492,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.493,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.494,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.495,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.496,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.497,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.498,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.499,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.5,311,79,35,17,180,0.692982456140351,0.913705583756345,0.803344019948348
0.501,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.502,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.503,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.504,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.505,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.506,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.507,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.508,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.509,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.51,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.511,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.512,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.513,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.514,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.515,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.516,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.517,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.518,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.519,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.52,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.521,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.522,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.523,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.524,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.525,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.526,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.527,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.528,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.529,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.53,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.531,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.532,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.533,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.534,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.535,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.536,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.537,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.538,311,79,35,15,182,0.692982456140351,0.923857868020305,0.808420162080328
0.539,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.54,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.541,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.542,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.543,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.544,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.545,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.546,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.547,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.548,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.549,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.55,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.551,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.552,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.553,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.554,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.555,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.556,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.557,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.558,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.559,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.56,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.561,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.562,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.563,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.564,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.565,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.566,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.567,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.568,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.569,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.57,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.571,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.572,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.573,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.574,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.575,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.576,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.577,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.578,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.579,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.58,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.581,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.582,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.583,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.584,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.585,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.586,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.587,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.588,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.589,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.59,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.591,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.592,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.593,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.594,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.595,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.596,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.597,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.598,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.599,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.6,311,78,36,13,184,0.684210526315789,0.934010152284264,0.809110339300027
0.601,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.602,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.603,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.604,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.605,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.606,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.607,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.608,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.609,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.61,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.611,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.612,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.613,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.614,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.615,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.616,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.617,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.618,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.619,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.62,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.621,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.622,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.623,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.624,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.625,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.626,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.627,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.628,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.629,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.63,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.631,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.632,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.633,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.634,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.635,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.636,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.637,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.638,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.639,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.64,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.641,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.642,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.643,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.644,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.645,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.646,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.647,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.648,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.649,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.65,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.651,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.652,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.653,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.654,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.655,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.656,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.657,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.658,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.659,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.66,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.661,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.662,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.663,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.664,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.665,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.666,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.667,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.668,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.669,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.67,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.671,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.672,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.673,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.674,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.675,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.676,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.677,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.678,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.679,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.68,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.681,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.682,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.683,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.684,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.685,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.686,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.687,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.688,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.689,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.69,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.691,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.692,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.693,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.694,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.695,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.696,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.697,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.698,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.699,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.7,311,78,36,11,186,0.684210526315789,0.944162436548223,0.814186481432006
0.701,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.702,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.703,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.704,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.705,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.706,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.707,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.708,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.709,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.71,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.711,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.712,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.713,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.714,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.715,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.716,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.717,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.718,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.719,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.72,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.721,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.722,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.723,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.724,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.725,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.726,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.727,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.728,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.729,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.73,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
0.731,311,77,37,10,187,0.675438596491228,0.949238578680203,0.812338587585716
