threshold,evaluated_count,true_danger,missed_danger,false_danger,true_safe,danger_recall,safe_recall,balanced_accuracy,decision_margin
0.665,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0208138415731666
0.666,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0218138415731665
0.667,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0228138415731666
0.668,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0238138415731665
0.669,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0248138415731666
0.67,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0258138415731665
0.671,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0268138415731666
0.672,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0278138415731665
0.673,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0288138415731666
0.674,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0298138415731665
0.675,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0308138415731666
0.676,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0318138415731665
0.677,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0328138415731666
0.678,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0338138415731665
0.679,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0348138415731666
0.68,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0358138415731665
0.681,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0368138415731666
0.682,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0378138415731665
0.683,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0380230185281414
0.684,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0370230185281415
0.685,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0360230185281414
0.686,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0350230185281415
0.687,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0340230185281414
0.688,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0330230185281415
0.689,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0320230185281414
0.69,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0310230185281415
0.691,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0300230185281414
0.692,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0290230185281415
0.693,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0280230185281414
0.694,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0270230185281415
0.695,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0260230185281414
0.696,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0250230185281415
0.697,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0240230185281414
0.698,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0230230185281415
0.699,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0220230185281414
0.7,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0210230185281415
0.701,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0200230185281414
0.702,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0190230185281415
0.703,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0180230185281414
0.704,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0170230185281415
0.705,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0160230185281414
0.706,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0150230185281415
0.707,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0140230185281414
0.708,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0130230185281415
0.709,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0120230185281414
0.71,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0110230185281415
0.711,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0100230185281414
0.712,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00902301852814147
0.713,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00802301852814147
0.714,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00702301852814147
0.715,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00602301852814147
0.716,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00502301852814147
0.717,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00402301852814146
0.718,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00302301852814146
0.719,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00202301852814146
0.72,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00102301852814146
0.721,311,103,11,0,197,0.903508771929825,1,0.951754385964912,2.30185281414608e-05
0.722,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00097698147185854
0.723,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00197698147185854
0.724,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00297698147185854
0.725,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00397698147185854
0.726,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00497698147185854
0.727,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00597698147185854
0.728,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00697698147185855
0.729,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00797698147185855
0.73,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00897698147185855
0.731,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00997698147185855
0.732,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0109769814718585
0.733,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0119769814718585
0.734,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0129769814718586
0.735,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0139769814718586
0.736,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0149769814718586
0.737,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0159769814718586
0.738,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0169769814718586
0.739,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0179769814718586
0.74,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0189769814718586
0.741,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0199769814718586
0.742,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0209769814718586
0.743,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0219769814718586
0.744,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0229769814718586
0.745,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0238806424264424
0.746,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0228806424264424
0.747,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0218806424264424
0.748,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0208806424264424
0.749,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0198806424264424
0.75,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0188806424264424
0.751,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0178806424264424
0.752,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0168806424264424
0.753,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0158806424264424
0.754,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0148806424264424
0.755,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0138806424264424
0.756,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0128806424264424
0.757,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0118806424264424
0.758,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.0108806424264424
0.759,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00988064242644238
0.76,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00888064242644238
0.761,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00788064242644237
0.762,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00688064242644237
0.763,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00588064242644237
0.764,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00488064242644237
0.765,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00388064242644237
0.766,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00288064242644237
0.767,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.00188064242644237
0.768,311,102,12,0,197,0.894736842105263,1,0.947368421052632,0.000880642426442368
0.769,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.000119357573557632
0.77,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00111935757355763
0.771,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00211935757355763
0.772,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00311935757355764
0.773,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00411935757355764
0.774,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00511935757355764
0.775,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00611935757355764
0.776,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00711935757355764
0.777,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00811935757355764
0.778,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00911935757355764
0.779,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0101193575735576
0.78,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0111193575735576
0.781,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0121193575735576
0.782,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0131193575735576
0.783,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0141193575735576
0.784,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0151193575735576
0.785,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0161193575735576
0.786,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0171193575735576
0.787,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0181193575735576
0.788,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0191193575735576
0.789,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0201193575735577
0.79,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0211193575735577
0.791,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0221193575735577
0.792,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0231193575735577
0.793,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0241193575735575
0.794,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0251193575735577
0.795,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0261193575735575
0.796,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0271193575735577
0.797,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.027372617082878
0.798,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0263726170828779
0.799,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.025372617082878
0.8,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0243726170828779
0.801,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.023372617082878
0.802,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0223726170828779
0.803,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.021372617082878
0.804,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0203726170828779
0.805,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.019372617082878
0.806,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0183726170828779
0.807,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.017372617082878
0.808,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0163726170828778
0.809,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.015372617082878
0.81,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0143726170828778
0.811,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.013372617082878
0.812,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0123726170828778
0.813,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.011372617082878
0.814,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.0103726170828778
0.815,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00937261708287795
0.816,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00837261708287784
0.817,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00737261708287795
0.818,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00637261708287784
0.819,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00537261708287795
0.82,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00437261708287784
0.821,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00337261708287795
0.822,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00237261708287784
0.823,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.00137261708287795
0.824,311,101,13,0,197,0.885964912280702,1,0.942982456140351,0.000372617082877835
0.825,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.000627382917122055
0.826,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00162738291712206
0.827,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00262738291712206
0.828,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00362738291712206
0.829,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00462738291712206
0.83,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00562738291712206
0.831,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00662738291712206
0.832,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00762738291712206
0.833,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00862738291712206
0.834,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00962738291712206
0.835,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0106273829171221
0.836,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0116273829171221
0.837,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0126273829171221
0.838,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0136273829171221
0.839,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0146273829171221
0.84,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0156273829171221
0.841,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0166273829171221
0.842,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0176273829171221
0.843,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0186273829171221
0.844,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0196273829171221
0.845,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0206273829171221
0.846,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0216273829171221
0.847,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0226273829171221
0.848,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0236273829171221
0.849,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0246273829171221
0.85,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0256273829171221
0.851,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0266273829171221
0.852,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0276273829171221
0.853,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0286273829171221
0.854,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0296273829171221
0.855,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0306273829171221
0.856,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0316273829171221
0.857,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0326273829171221
0.858,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0336273829171221
0.859,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0346273829171221
0.86,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0356273829171221
0.861,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0366273829171221
0.862,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0376273829171221
0.863,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0386273829171221
0.864,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0396273829171221
0.865,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0406273829171221
0.866,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0416273829171221
0.867,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0426273829171221
0.868,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0427662725071487
0.869,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0417662725071487
0.87,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0407662725071487
0.871,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0397662725071487
0.872,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0387662725071487
0.873,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0377662725071487
0.874,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0367662725071487
0.875,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0357662725071487
0.876,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0347662725071487
0.877,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0337662725071487
0.878,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0327662725071487
0.879,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0317662725071487
0.88,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0307662725071487
0.881,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0297662725071487
0.882,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0287662725071487
0.883,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0277662725071487
0.884,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0267662725071487
0.885,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0257662725071487
0.886,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0247662725071487
0.887,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0237662725071487
0.888,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0227662725071487
0.889,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0217662725071487
0.89,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0207662725071487
0.891,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0197662725071487
0.892,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0187662725071487
0.893,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0177662725071487
0.894,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0167662725071487
0.895,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0157662725071487
0.896,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0147662725071487
0.897,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0137662725071487
0.898,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0127662725071487
0.899,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0117662725071487
0.9,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.0107662725071487
0.901,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00976627250714868
0.902,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00876627250714868
0.903,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00776627250714867
0.904,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00676627250714867
0.905,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00576627250714867
0.906,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00476627250714867
0.907,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00376627250714867
0.908,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00276627250714867
0.909,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.00176627250714867
0.91,311,100,14,0,197,0.87719298245614,1,0.93859649122807,0.000766272507148669
0.911,311,99,15,0,197,0.868421052631579,1,0.934210526315789,0.000233727492851332
0.912,311,99,15,0,197,0.868421052631579,1,0.934210526315789,0.000953544376817717
0.913,311,98,16,0,197,0.859649122807018,1,0.929824561403509,4.64556231822844e-05
0.914,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00104645562318229
0.915,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00204645562318229
0.916,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00304645562318229
0.917,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00404645562318229
0.918,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00504645562318229
0.919,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00604645562318229
0.92,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00704645562318229
0.921,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00804645562318229
0.922,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00904645562318229
0.923,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.0100464556231823
0.924,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.0110464556231823
0.925,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.0119793990714117
0.926,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.0109793990714117
0.927,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00997939907141165
0.928,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00897939907141176
0.929,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00797939907141165
0.93,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00697939907141176
0.931,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00597939907141165
0.932,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00497939907141176
0.933,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00397939907141165
0.934,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00297939907141176
0.935,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.00197939907141165
0.936,311,98,16,0,197,0.859649122807018,1,0.929824561403509,0.000979399071411757
0.937,311,97,17,0,197,0.850877192982456,1,0.925438596491228,2.06009285883546e-05
0.938,311,97,17,0,197,0.850877192982456,1,0.925438596491228,0.00102060092858824
0.939,311,97,17,0,197,0.850877192982456,1,0.925438596491228,0.00127905234400727
0.94,311,97,17,0,197,0.850877192982456,1,0.925438596491228,0.00027905234400738
0.941,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.000720947655992621
0.942,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00172094765599262
0.943,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00272094765599262
0.944,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00372094765599262
0.945,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00472094765599262
0.946,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00572094765599263
0.947,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00672094765599263
0.948,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00772094765599263
0.949,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00872094765599263
0.95,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00972094765599263
0.951,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0107209476559926
0.952,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0117209476559926
0.953,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0127209476559926
0.954,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0137209476559926
0.955,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0128964179531799
0.956,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0118964179531799
0.957,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.0108964179531799
0.958,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00989641795317986
0.959,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00889641795317986
0.96,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00789641795317986
0.961,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00689641795317986
0.962,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00589641795317986
0.963,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00489641795317985
0.964,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00389641795317985
0.965,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00289641795317985
0.966,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.00189641795317985
0.967,311,96,18,0,197,0.842105263157895,1,0.921052631578947,0.000896417953179851
0.968,311,95,19,0,197,0.833333333333333,1,0.916666666666667,0.00010358204682015
0.969,311,95,19,0,197,0.833333333333333,1,0.916666666666667,0.000237166637176545
0.97,311,94,20,0,197,0.824561403508772,1,0.912280701754386,0.000762833362823456
0.971,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.000104926051267218
0.972,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00110492605126722
0.973,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00210492605126722
0.974,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00310492605126722
0.975,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00410492605126722
0.976,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00510492605126722
0.977,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00610492605126722
0.978,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00634086131747469
0.979,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00534086131747469
0.98,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00434086131747469
0.981,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00334086131747469
0.982,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00234086131747469
0.983,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.00134086131747468
0.984,311,93,21,0,197,0.815789473684211,1,0.907894736842105,0.000340861317474683
0.985,311,92,22,0,197,0.807017543859649,1,0.903508771929824,0.000659138682525318
0.986,311,92,22,0,197,0.807017543859649,1,0.903508771929824,0.000300114771883742
0.987,311,91,23,0,197,0.798245614035088,1,0.899122807017544,0.000699885228116259
0.988,311,91,23,0,197,0.798245614035088,1,0.899122807017544,0.00169988522811626
0.989,311,91,23,0,197,0.798245614035088,1,0.899122807017544,0.00105220374054393
0.99,311,91,23,0,197,0.798245614035088,1,0.899122807017544,5.22037405439324e-05
0.991,311,90,24,0,197,0.789473684210526,1,0.894736842105263,0.000947796259456068
0.992,311,90,24,0,197,0.789473684210526,1,0.894736842105263,0.000242664621664779
0.993,311,87,27,0,197,0.763157894736842,1,0.881578947368421,0.000430501131291172
0.994,311,87,27,0,197,0.763157894736842,1,0.881578947368421,0.00026711220167952
0.995,311,86,28,0,197,0.754385964912281,1,0.87719298245614,5.77143457288765e-05
0.996,311,85,29,0,197,0.745614035087719,1,0.87280701754386,0.000102921953317292
0.997,311,83,31,0,197,0.728070175438597,1,0.864035087719298,0.000215935384853982
0.998,311,80,34,0,197,0.701754385964912,1,0.850877192982456,0.0002608069143063
0.999,311,79,35,0,197,0.692982456140351,1,0.846491228070176,6.53604271489971e-05
1,311,0,114,0,197,0,1,0.5,1.77061089123853e-08
