feature_count,rank,feature_name,standardization_mean,standardization_scale,standardized_coefficient,raw_coefficient
4,1,center_column_dark_min,11.6961414790997,22.5358441555257,0.280268388540192,0.0124365604681141
4,2,white_cov_xx,675.761063832636,232.407154909154,0.23940197435694,0.00103009726378915
4,3,grid_dark_r3_c1,69.0139335476956,38.7717753898209,-0.914648867652406,-0.0235905851216846
4,4,left_edge_valid_percent,26.2325830653805,33.2111205218524,0.41430941578285,0.0124750206940546
6,1,center_column_dark_min,11.6961414790997,22.5358441555257,0.280285758138643,0.0124373312223992
6,2,white_cov_xx,675.761063832636,232.407154909154,0.172057691514293,0.000740328720006699
6,3,grid_dark_r3_c1,69.0139335476956,38.7717753898209,-0.719048797801504,-0.0185456763476011
6,4,left_edge_valid_percent,26.2325830653805,33.2111205218524,0.375323417750608,0.0113011368437163
6,5,grid_dark_r1_c5,67.8912111468382,40.3123434621471,-0.619538908344291,-0.0153684667061351
6,6,right_edge_valid_percent,25.2679528403001,34.319023196751,0.612223442732367,0.0178391861336638
8,1,center_column_dark_min,11.6961414790997,22.5358441555257,0.244057969491122,0.0108297682486094
8,2,white_cov_xx,675.761063832636,232.407154909154,0.16605584406106,0.000714504009680641
8,3,grid_dark_r3_c1,69.0139335476956,38.7717753898209,-0.726054772343981,-0.0187263741483089
8,4,left_edge_valid_percent,26.2325830653805,33.2111205218524,0.380108871435752,0.0114452287505821
8,5,grid_dark_r1_c5,67.8912111468382,40.3123434621471,-0.640713037687749,-0.015893718465893
8,6,right_edge_valid_percent,25.2679528403001,34.319023196751,0.610950744783132,0.0178021018046042
8,7,left_edge_slope,-0.0667789996372537,0.706261934371931,0.145175072976621,0.20555415195316
8,8,left_edge_residual,2.01256015905937,6.07440346651674,-0.00855649971535033,-0.00140861563814708
12,1,center_column_dark_min,11.6961414790997,22.5358441555257,0.252297110542529,0.011195369865063
12,2,white_cov_xx,675.761063832636,232.407154909154,0.154593523268193,0.00066518401005607
12,3,grid_dark_r3_c1,69.0139335476956,38.7717753898209,-0.47315158897138,-0.0122035058806103
12,4,left_edge_valid_percent,26.2325830653805,33.2111205218524,0.178307495012954,0.00536890933552303
12,5,grid_dark_r1_c5,67.8912111468382,40.3123434621471,-0.544402427981875,-0.0135046087929139
12,6,right_edge_valid_percent,25.2679528403001,34.319023196751,0.498280123501824,0.0145190648534833
12,7,left_edge_slope,-0.0667789996372537,0.706261934371931,0.126224728033973,0.178722258543104
12,8,left_edge_residual,2.01256015905937,6.07440346651674,-0.0529816397592889,-0.00872211403989441
12,9,dark_left_edge,68.8933547695606,35.7465282866953,-0.432776369472353,-0.0121068084151106
12,10,grid_dark_r1_c1,71.0409967845659,38.8068272552614,-0.345435250968847,-0.0089014040930649
12,11,row_dark_max,83.8553054662379,19.2139053095694,-0.470677032158497,-0.0244966874029549
12,12,white_centroid_y,50.3648174115896,8.33766786669868,0.191548630766902,0.0229738859629996
16,1,center_column_dark_min,11.6961414790997,22.5358441555257,0.209309254769433,0.00928783733704119
16,2,white_cov_xx,675.761063832636,232.407154909154,0.0968985189340741,0.000416934319306783
16,3,grid_dark_r3_c1,69.0139335476956,38.7717753898209,-0.302643495794303,-0.00780576831345614
16,4,left_edge_valid_percent,26.2325830653805,33.2111205218524,0.196866187937017,0.00592771893400835
16,5,grid_dark_r1_c5,67.8912111468382,40.3123434621471,-0.382302999867785,-0.00948352209359308
16,6,right_edge_valid_percent,25.2679528403001,34.319023196751,0.40829774845118,0.0118971261539237
16,7,left_edge_slope,-0.0667789996372537,0.706261934371931,0.139905300171844,0.198092652828954
16,8,left_edge_residual,2.01256015905937,6.07440346651674,-0.0606353887331119,-0.00998211413965925
16,9,dark_left_edge,68.8933547695606,35.7465282866953,-0.299264769365315,-0.00837185549783025
16,10,grid_dark_r1_c1,71.0409967845659,38.8068272552614,-0.245192812215015,-0.0063182906090776
16,11,row_dark_max,83.8553054662379,19.2139053095694,-0.390021989643516,-0.0202989440907293
16,12,white_centroid_y,50.3648174115896,8.33766786669868,0.12170536457069,0.0145970511798378
16,13,center_column_dark_std,20.2577578100082,10.2803915502392,-0.283285408292288,-0.0275558967679298
16,14,dark_right_edge,70.761655948553,36.1981851183191,-0.462919415738264,-0.0127884703121204
16,15,grid_dark_r3_c2,68.688370846731,35.7349800212935,-0.288237963509252,-0.00806598921665827
16,16,dark_left,69.7151301370959,33.3106843996979,-0.306977111627059,-0.00921557503723471
24,1,center_column_dark_min,11.6961414790997,22.5358441555257,0.273701859144034,0.0121451789094363
24,2,white_cov_xx,675.761063832636,232.407154909154,0.173184291077875,0.000745176245307815
24,3,grid_dark_r3_c1,69.0139335476956,38.7717753898209,-0.206407539337165,-0.00532365457247943
24,4,left_edge_valid_percent,26.2325830653805,33.2111205218524,0.202565863498327,0.00609933842385841
24,5,grid_dark_r1_c5,67.8912111468382,40.3123434621471,-0.230086593956394,-0.00570759658694721
24,6,right_edge_valid_percent,25.2679528403001,34.319023196751,0.273733198413111,0.00797613605852935
24,7,left_edge_slope,-0.0667789996372537,0.706261934371931,0.108430394902125,0.153527168356526
24,8,left_edge_residual,2.01256015905937,6.07440346651674,-0.0692376043818125,-0.0113982557733386
24,9,dark_left_edge,68.8933547695606,35.7465282866953,-0.209200645766422,-0.00585233464040438
24,10,grid_dark_r1_c1,71.0409967845659,38.8068272552614,-0.194487690290484,-0.0050116874799167
24,11,row_dark_max,83.8553054662379,19.2139053095694,-0.22965055635833,-0.0119523101971338
24,12,white_centroid_y,50.3648174115896,8.33766786669868,-0.00663257227615118,-0.000795494901235178
24,13,center_column_dark_std,20.2577578100082,10.2803915502392,-0.217055583526118,-0.0211135521896603
24,14,dark_right_edge,70.761655948553,36.1981851183191,-0.251504879599182,-0.00694799694451811
24,15,grid_dark_r3_c2,68.688370846731,35.7349800212935,-0.16087098260106,-0.00450177899932226
24,16,dark_left,69.7151301370959,33.3106843996979,-0.18564169571501,-0.00557303757219391
24,17,column_dark_std,22.5358380646541,9.33625713056298,0.137684181329005,0.0147472567864787
24,18,white_right_border_max,22.6736334405145,36.3132262314459,0.254492704993494,0.00700826479507661
24,19,longest_white_run_mean,22.6676714898178,25.19831774387,0.251887013690087,0.00999618372346955
24,20,dark_bottom_half,70.8528938906752,26.1984377376948,-0.268186860302178,-0.0102367501065266
