feature_count,feature_name,selected_outer_folds,selection_frequency
12,left_edge_valid_percent,13,1
12,right_edge_valid_percent,13,1
12,grid_dark_r1_c1,13,1
12,grid_dark_r1_c2,0,0
12,grid_dark_r1_c3,0,0
12,grid_dark_r1_c4,2,0.153846153846154
12,grid_dark_r1_c5,13,1
12,grid_dark_r2_c1,1,0.0769230769230769
12,grid_dark_r2_c2,0,0
12,grid_dark_r2_c3,1,0.0769230769230769
12,grid_dark_r2_c4,0,0
12,grid_dark_r2_c5,0,0
12,grid_dark_r3_c1,13,1
12,grid_dark_r3_c2,10,0.769230769230769
12,grid_dark_r3_c3,0,0
12,grid_dark_r3_c4,0,0
12,grid_dark_r3_c5,0,0
12,grid_dark_r4_c1,1,0.0769230769230769
12,grid_dark_r4_c2,0,0
12,grid_dark_r4_c3,0,0
12,grid_dark_r4_c4,0,0
12,grid_dark_r4_c5,0,0
16,dark_all,1,0.0769230769230769
16,dark_left,13,1
16,dark_center,0,0
16,dark_right,1,0.0769230769230769
16,dark_top_half,1,0.0769230769230769
16,dark_bottom_half,11,0.846153846153846
16,dark_left_edge,13,1
16,dark_right_edge,13,1
16,row_dark_min,0,0
16,row_dark_max,13,1
16,column_dark_min,11,0.846153846153846
16,column_dark_max,0,0
16,center_row_dark_min,0,0
16,center_row_dark_max,1,0.0769230769230769
16,center_column_dark_min,13,1
16,center_column_dark_max,0,0
16,white_left_border_mean,0,0
16,white_left_border_max,0,0
16,white_right_border_mean,0,0
16,white_right_border_max,11,0.846153846153846
16,white_top_border_mean,1,0.0769230769230769
16,white_top_border_max,0,0
16,white_bottom_border_mean,0,0
16,white_bottom_border_max,0,0
16,internal_white_mean,0,0
16,internal_white_max,0,0
16,row_transition_mean,0,0
16,row_transition_max,0,0
16,longest_white_run_mean,10,0.769230769230769
16,longest_white_run_max,0,0
16,vertical_white_columns_75,0,0
16,horizontal_white_rows_75,0,0
16,dark_bbox_width,0,0
16,dark_bbox_height,0,0
16,bottom4_dark_left,1,0.0769230769230769
16,bottom4_dark_center,0,0
16,bottom4_dark_right,0,0
16,bottom_white_run_mean,0,0
16,bottom_white_run_max,0,0
16,bottom_edge_valid_percent,0,0
16,left_edge_valid_percent,13,1
16,right_edge_valid_percent,13,1
16,grid_dark_r1_c1,13,1
16,grid_dark_r1_c2,0,0
16,grid_dark_r1_c3,0,0
16,grid_dark_r1_c4,5,0.384615384615385
16,grid_dark_r1_c5,13,1
16,grid_dark_r2_c1,1,0.0769230769230769
16,grid_dark_r2_c2,0,0
16,grid_dark_r2_c3,7,0.538461538461538
16,grid_dark_r2_c4,1,0.0769230769230769
16,grid_dark_r2_c5,1,0.0769230769230769
16,grid_dark_r3_c1,13,1
16,grid_dark_r3_c2,11,0.846153846153846
16,grid_dark_r3_c3,0,0
16,grid_dark_r3_c4,0,0
16,grid_dark_r3_c5,0,0
16,grid_dark_r4_c1,3,0.230769230769231
16,grid_dark_r4_c2,0,0
16,grid_dark_r4_c3,0,0
16,grid_dark_r4_c4,0,0
16,grid_dark_r4_c5,0,0
24,dark_all,13,1
24,dark_left,13,1
24,dark_center,0,0
24,dark_right,13,1
24,dark_top_half,6,0.461538461538462
24,dark_bottom_half,12,0.923076923076923
24,dark_left_edge,13,1
24,dark_right_edge,13,1
24,row_dark_min,0,0
24,row_dark_max,13,1
24,column_dark_min,12,0.923076923076923
24,column_dark_max,0,0
24,center_row_dark_min,0,0
24,center_row_dark_max,11,0.846153846153846
24,center_column_dark_min,13,1
24,center_column_dark_max,0,0
24,white_left_border_mean,0,0
24,white_left_border_max,0,0
24,white_right_border_mean,9,0.692307692307692
24,white_right_border_max,12,0.923076923076923
24,white_top_border_mean,12,0.923076923076923
24,white_top_border_max,0,0
24,white_bottom_border_mean,0,0
24,white_bottom_border_max,1,0.0769230769230769
24,internal_white_mean,0,0
24,internal_white_max,0,0
24,row_transition_mean,0,0
24,row_transition_max,7,0.538461538461538
24,longest_white_run_mean,13,1
24,longest_white_run_max,0,0
24,vertical_white_columns_75,0,0
24,horizontal_white_rows_75,0,0
24,dark_bbox_width,1,0.0769230769230769
24,dark_bbox_height,0,0
24,bottom4_dark_left,2,0.153846153846154
24,bottom4_dark_center,0,0
24,bottom4_dark_right,0,0
24,bottom_white_run_mean,0,0
24,bottom_white_run_max,0,0
24,bottom_edge_valid_percent,1,0.0769230769230769
24,left_edge_valid_percent,13,1
24,right_edge_valid_percent,13,1
24,grid_dark_r1_c1,13,1
24,grid_dark_r1_c2,0,0
24,grid_dark_r1_c3,1,0.0769230769230769
24,grid_dark_r1_c4,12,0.923076923076923
24,grid_dark_r1_c5,13,1
24,grid_dark_r2_c1,1,0.0769230769230769
24,grid_dark_r2_c2,0,0
24,grid_dark_r2_c3,12,0.923076923076923
24,grid_dark_r2_c4,2,0.153846153846154
24,grid_dark_r2_c5,1,0.0769230769230769
24,grid_dark_r3_c1,13,1
24,grid_dark_r3_c2,12,0.923076923076923
24,grid_dark_r3_c3,0,0
24,grid_dark_r3_c4,0,0
24,grid_dark_r3_c5,2,0.153846153846154
24,grid_dark_r4_c1,12,0.923076923076923
24,grid_dark_r4_c2,0,0
24,grid_dark_r4_c3,0,0
24,grid_dark_r4_c4,0,0
24,grid_dark_r4_c5,2,0.153846153846154
32,dark_all,13,1
32,dark_left,13,1
32,dark_center,0,0
32,dark_right,13,1
32,dark_top_half,13,1
32,dark_bottom_half,13,1
32,dark_left_edge,13,1
32,dark_right_edge,13,1
32,row_dark_min,0,0
32,row_dark_max,13,1
32,column_dark_min,12,0.923076923076923
32,column_dark_max,0,0
32,center_row_dark_min,1,0.0769230769230769
32,center_row_dark_max,12,0.923076923076923
32,center_column_dark_min,13,1
32,center_column_dark_max,0,0
32,white_left_border_mean,0,0
32,white_left_border_max,1,0.0769230769230769
32,white_right_border_mean,13,1
32,white_right_border_max,13,1
32,white_top_border_mean,13,1
32,white_top_border_max,3,0.230769230769231
32,white_bottom_border_mean,12,0.923076923076923
32,white_bottom_border_max,1,0.0769230769230769
32,internal_white_mean,0,0
32,internal_white_max,0,0
32,row_transition_mean,2,0.153846153846154
32,row_transition_max,11,0.846153846153846
32,longest_white_run_mean,13,1
32,longest_white_run_max,1,0.0769230769230769
32,vertical_white_columns_75,2,0.153846153846154
32,horizontal_white_rows_75,0,0
32,dark_bbox_width,1,0.0769230769230769
32,dark_bbox_height,0,0
32,bottom4_dark_left,12,0.923076923076923
32,bottom4_dark_center,0,0
32,bottom4_dark_right,5,0.384615384615385
32,bottom_white_run_mean,12,0.923076923076923
32,bottom_white_run_max,1,0.0769230769230769
32,bottom_edge_valid_percent,1,0.0769230769230769
32,left_edge_valid_percent,13,1
32,right_edge_valid_percent,13,1
32,grid_dark_r1_c1,13,1
32,grid_dark_r1_c2,0,0
32,grid_dark_r1_c3,10,0.769230769230769
32,grid_dark_r1_c4,12,0.923076923076923
32,grid_dark_r1_c5,13,1
32,grid_dark_r2_c1,1,0.0769230769230769
32,grid_dark_r2_c2,0,0
32,grid_dark_r2_c3,12,0.923076923076923
32,grid_dark_r2_c4,10,0.769230769230769
32,grid_dark_r2_c5,1,0.0769230769230769
32,grid_dark_r3_c1,13,1
32,grid_dark_r3_c2,13,1
32,grid_dark_r3_c3,0,0
32,grid_dark_r3_c4,2,0.153846153846154
32,grid_dark_r3_c5,4,0.307692307692308
32,grid_dark_r4_c1,12,0.923076923076923
32,grid_dark_r4_c2,2,0.153846153846154
32,grid_dark_r4_c3,0,0
32,grid_dark_r4_c4,0,0
32,grid_dark_r4_c5,13,1
48,dark_all,13,1
48,dark_left,13,1
48,dark_center,1,0.0769230769230769
48,dark_right,13,1
48,dark_top_half,13,1
48,dark_bottom_half,13,1
48,dark_left_edge,13,1
48,dark_right_edge,13,1
48,row_dark_min,8,0.615384615384615
48,row_dark_max,13,1
48,column_dark_min,13,1
48,column_dark_max,0,0
48,center_row_dark_min,2,0.153846153846154
48,center_row_dark_max,13,1
48,center_column_dark_min,13,1
48,center_column_dark_max,13,1
48,white_left_border_mean,12,0.923076923076923
48,white_left_border_max,11,0.846153846153846
48,white_right_border_mean,13,1
48,white_right_border_max,13,1
48,white_top_border_mean,13,1
48,white_top_border_max,12,0.923076923076923
48,white_bottom_border_mean,13,1
48,white_bottom_border_max,13,1
48,internal_white_mean,12,0.923076923076923
48,internal_white_max,0,0
48,row_transition_mean,11,0.846153846153846
48,row_transition_max,13,1
48,longest_white_run_mean,13,1
48,longest_white_run_max,13,1
48,vertical_white_columns_75,13,1
48,horizontal_white_rows_75,0,0
48,dark_bbox_width,10,0.769230769230769
48,dark_bbox_height,7,0.538461538461538
48,bottom4_dark_left,12,0.923076923076923
48,bottom4_dark_center,0,0
48,bottom4_dark_right,13,1
48,bottom_white_run_mean,13,1
48,bottom_white_run_max,13,1
48,bottom_edge_valid_percent,8,0.615384615384615
48,left_edge_valid_percent,13,1
48,right_edge_valid_percent,13,1
48,grid_dark_r1_c1,13,1
48,grid_dark_r1_c2,2,0.153846153846154
48,grid_dark_r1_c3,12,0.923076923076923
48,grid_dark_r1_c4,13,1
48,grid_dark_r1_c5,13,1
48,grid_dark_r2_c1,3,0.230769230769231
48,grid_dark_r2_c2,1,0.0769230769230769
48,grid_dark_r2_c3,12,0.923076923076923
48,grid_dark_r2_c4,13,1
48,grid_dark_r2_c5,8,0.615384615384615
48,grid_dark_r3_c1,13,1
48,grid_dark_r3_c2,13,1
48,grid_dark_r3_c3,3,0.230769230769231
48,grid_dark_r3_c4,13,1
48,grid_dark_r3_c5,13,1
48,grid_dark_r4_c1,12,0.923076923076923
48,grid_dark_r4_c2,5,0.384615384615385
48,grid_dark_r4_c3,3,0.230769230769231
48,grid_dark_r4_c4,2,0.153846153846154
48,grid_dark_r4_c5,13,1
62,dark_all,13,1
62,dark_left,13,1
62,dark_center,13,1
62,dark_right,13,1
62,dark_top_half,13,1
62,dark_bottom_half,13,1
62,dark_left_edge,13,1
62,dark_right_edge,13,1
62,row_dark_min,13,1
62,row_dark_max,13,1
62,column_dark_min,13,1
62,column_dark_max,13,1
62,center_row_dark_min,13,1
62,center_row_dark_max,13,1
62,center_column_dark_min,13,1
62,center_column_dark_max,13,1
62,white_left_border_mean,13,1
62,white_left_border_max,13,1
62,white_right_border_mean,13,1
62,white_right_border_max,13,1
62,white_top_border_mean,13,1
62,white_top_border_max,13,1
62,white_bottom_border_mean,13,1
62,white_bottom_border_max,13,1
62,internal_white_mean,13,1
62,internal_white_max,13,1
62,row_transition_mean,13,1
62,row_transition_max,13,1
62,longest_white_run_mean,13,1
62,longest_white_run_max,13,1
62,vertical_white_columns_75,13,1
62,horizontal_white_rows_75,13,1
62,dark_bbox_width,13,1
62,dark_bbox_height,13,1
62,bottom4_dark_left,13,1
62,bottom4_dark_center,13,1
62,bottom4_dark_right,13,1
62,bottom_white_run_mean,13,1
62,bottom_white_run_max,13,1
62,bottom_edge_valid_percent,13,1
62,left_edge_valid_percent,13,1
62,right_edge_valid_percent,13,1
62,grid_dark_r1_c1,13,1
62,grid_dark_r1_c2,13,1
62,grid_dark_r1_c3,13,1
62,grid_dark_r1_c4,13,1
62,grid_dark_r1_c5,13,1
62,grid_dark_r2_c1,13,1
62,grid_dark_r2_c2,13,1
62,grid_dark_r2_c3,13,1
62,grid_dark_r2_c4,13,1
62,grid_dark_r2_c5,13,1
62,grid_dark_r3_c1,13,1
62,grid_dark_r3_c2,13,1
62,grid_dark_r3_c3,13,1
62,grid_dark_r3_c4,13,1
62,grid_dark_r3_c5,13,1
62,grid_dark_r4_c1,13,1
62,grid_dark_r4_c2,13,1
62,grid_dark_r4_c3,13,1
62,grid_dark_r4_c4,13,1
62,grid_dark_r4_c5,13,1
