"source_file","scenario","segment","source_line","frame","intent","ipc_action","d128_left","d128_center","d128_right","average_left","average_center","average_right"
"太阳能板直角边源.txt","太阳能板直角边源","9","7728","553","SAFE","FORWARD","12","84","87","220","63","55"
"太阳能板直角边源.txt","太阳能板直角边源","9","7751","583","SAFE","FORWARD","28","94","83","185","39","67"
"太阳能板直角边源.txt","太阳能板直角边源","9","7772","611","SAFE","FORWARD","48","95","79","141","33","75"
"太阳能板直角边源.txt","太阳能板直角边源","9","7795","640","SAFE","FORWARD","66","92","80","98","38","73"
"太阳能板直角边源.txt","太阳能板直角边源","9","7818","668","SAFE","FORWARD","80","89","83","68","44","63"
"太阳能板直角边源.txt","太阳能板直角边源","9","7841","697","SAFE","FORWARD","91","86","85","43","51","56"
"太阳能板直角边源.txt","太阳能板直角边源","9","7864","726","SAFE","FORWARD","96","87","83","32","49","59"
"太阳能板直角边源.txt","太阳能板直角边源","9","7887","755","SAFE","FORWARD","96","88","82","30","46","62"
"太阳能板直角边源.txt","太阳能板直角边源","9","7908","784","SAFE","FORWARD","94","90","84","35","41","59"
"太阳能板直角边源.txt","太阳能板直角边源","9","7931","813","SAFE","FORWARD","91","95","85","44","32","52"
"太阳能板直角边源.txt","太阳能板直角边源","9","7954","842","SAFE","FORWARD","92","90","90","41","45","38"
"太阳能板直角边源.txt","太阳能板直角边源","9","7977","870","SAFE","FORWARD","94","88","88","36","44","42"
"太阳能板直角边源.txt","太阳能板直角边源","9","8000","900","SAFE","FORWARD","93","94","90","38","35","38"
"太阳能板直角边源.txt","太阳能板直角边源","9","8023","929","SAFE","FORWARD","94","89","88","37","44","41"
"太阳能板直角边源.txt","太阳能板直角边源","9","8044","958","SAFE","FORWARD","91","88","91","39","44","37"
"太阳能板直角边源.txt","太阳能板直角边源","9","8067","986","SAFE","FORWARD","90","89","90","38","43","39"
"太阳能板直角边源.txt","太阳能板直角边源","9","8090","1014","SAFE","FORWARD","90","89","89","38","44","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8113","1043","SAFE","FORWARD","90","89","89","38","44","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8136","1073","SAFE","FORWARD","90","89","89","38","44","39"
"太阳能板直角边源.txt","太阳能板直角边源","9","8159","1102","SAFE","FORWARD","90","89","89","38","44","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8180","1131","SAFE","FORWARD","90","89","89","38","44","39"
"太阳能板直角边源.txt","太阳能板直角边源","9","8203","1159","SAFE","FORWARD","90","88","89","38","44","39"
"太阳能板直角边源.txt","太阳能板直角边源","9","8226","1188","SAFE","FORWARD","90","88","89","39","45","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8249","1217","SAFE","FORWARD","90","88","89","39","45","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8272","1246","SAFE","FORWARD","90","89","90","38","44","39"
"太阳能板直角边源.txt","太阳能板直角边源","9","8295","1275","SAFE","FORWARD","96","99","91","43","35","49"
"太阳能板直角边源.txt","太阳能板直角边源","9","8316","1304","SAFE","FORWARD","97","80","85","51","77","103"
"太阳能板直角边源.txt","太阳能板直角边源","9","8323","1309","CAUTION","STOP","94","78","94","29","67","49"
"太阳能板直角边源.txt","太阳能板直角边源","9","8326","1312","SAFE","FORWARD","94","80","94","26","60","42"
"太阳能板直角边源.txt","太阳能板直角边源","9","8348","1341","CAUTION","STOP","75","77","91","70","71","43"
"太阳能板直角边源.txt","太阳能板直角边源","9","8352","1344","TURN_LEFT_LATCHED","TURN_LEFT","75","76","89","69","71","42"
"太阳能板直角边源.txt","太阳能板直角边源","9","8373","1372","TURN_LEFT_LATCHED","TURN_LEFT","64","74","89","96","77","42"
"太阳能板直角边源.txt","太阳能板直角边源","9","8396","1402","TURN_LEFT_LATCHED","TURN_LEFT","75","73","88","68","80","42"
"太阳能板直角边源.txt","太阳能板直角边源","9","8419","1430","TURN_LEFT_LATCHED","TURN_LEFT","50","69","94","136","90","42"
"太阳能板直角边源.txt","太阳能板直角边源","9","8424","1436","RECOVERY","STOP","61","80","89","106","61","41"
"太阳能板直角边源.txt","太阳能板直角边源","9","8429","1441","SAFE","FORWARD","64","80","89","101","60","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8452","1470","SAFE","FORWARD","76","80","89","68","64","41"
"太阳能板直角边源.txt","太阳能板直角边源","9","8455","1474","CAUTION","STOP","75","79","89","69","66","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8458","1477","TURN_LEFT_LATCHED","TURN_LEFT","75","79","89","70","68","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8481","1506","TURN_LEFT_LATCHED","TURN_LEFT","75","78","89","73","69","40"
"太阳能板直角边源.txt","太阳能板直角边源","9","8504","1535","TURN_LEFT_LATCHED","TURN_LEFT","76","78","89","70","69","41"
"太阳能板直角边源.txt","太阳能板直角边源","9","8527","1563","TURN_LEFT_LATCHED","TURN_LEFT","79","70","74","58","85","78"
"太阳能板直角边源.txt","太阳能板直角边源","9","8550","1592","TURN_LEFT_LATCHED","TURN_LEFT","79","72","74","64","86","79"
"太阳能板直角边源.txt","太阳能板直角边源","9","8573","1621","TURN_LEFT_LATCHED","TURN_LEFT","78","73","74","64","85","78"
"太阳能板直角边源.txt","太阳能板直角边源","9","8594","1650","TURN_LEFT_LATCHED","TURN_LEFT","79","73","74","62","85","78"
"太阳能板直角边源.txt","太阳能板直角边源","9","8617","1678","TURN_LEFT_LATCHED","TURN_LEFT","79","73","74","62","85","78"
"太阳能板直角边源.txt","太阳能板直角边源","9","8640","1707","TURN_LEFT_LATCHED","TURN_LEFT","79","73","74","63","85","79"
"太阳能板直角边源.txt","太阳能板直角边源","9","8663","1737","TURN_LEFT_LATCHED","TURN_LEFT","79","75","74","61","80","79"
"太阳能板直角边源.txt","太阳能板直角边源","9","8686","1765","TURN_LEFT_LATCHED","TURN_LEFT","79","77","73","60","78","84"
"太阳能板直角边源.txt","太阳能板直角边源","9","8709","1793","TURN_LEFT_LATCHED","TURN_LEFT","79","76","73","60","79","83"
"太阳能板直角边源.txt","太阳能板直角边源","9","8722","1812","RECOVERY","STOP","76","80","73","65","72","84"
"太阳能板直角边源.txt","太阳能板直角边源","9","8725","1814","TURN_LEFT_LATCHED","TURN_LEFT","77","78","71","65","74","87"
"太阳能板直角边源.txt","太阳能板直角边源","9","8748","1843","TURN_LEFT_LATCHED","TURN_LEFT","76","79","90","70","69","46"
"太阳能板直角边源.txt","太阳能板直角边源","9","8751","1846","RECOVERY","STOP","75","84","91","72","62","47"
"太阳能板直角边源.txt","太阳能板直角边源","9","8756","1851","SAFE","FORWARD","74","87","92","74","51","43"
"太阳能板直角边源.txt","太阳能板直角边源","9","8779","1881","SAFE","FORWARD","82","84","91","53","57","46"
"太阳能板直角边源.txt","太阳能板直角边源","9","8800","1906","CAUTION","STOP","86","79","91","44","68","51"
"太阳能板直角边源.txt","太阳能板直角边源","9","8803","1909","TURN_LEFT_LATCHED","TURN_LEFT","86","78","89","43","67","57"
"太阳能板直角边源.txt","太阳能板直角边源","9","8808","1915","RECOVERY","STOP","88","81","81","41","66","74"
"太阳能板直角边源.txt","太阳能板直角边源","9","8813","1920","TURN_LEFT_LATCHED","TURN_LEFT","88","78","71","41","70","96"
"太阳能板直角边源.txt","太阳能板直角边源","9","8834","1947","RECOVERY","STOP","89","80","28","39","70","195"
"太阳能板直角边源.txt","太阳能板直角边源","9","8839","1952","SAFE","FORWARD","89","81","19","43","69","210"
"太阳能板直角边源.txt","太阳能板直角边源","9","8844","1958","CAUTION","STOP","87","77","8","47","73","227"
"太阳能板直角边源.txt","太阳能板直角边源","9","8847","1961","TURN_LEFT_LATCHED","TURN_LEFT","88","75","5","47","76","230"
"太阳能板直角边源.txt","太阳能板直角边源","9","8871","1991","TURN_LEFT_LATCHED","TURN_LEFT","91","52","0","45","137","218"
"太阳能板直角边源.txt","太阳能板直角边源","9","8894","2019","TURN_LEFT_LATCHED","TURN_LEFT","90","15","0","49","216","199"
"太阳能板直角边源.txt","太阳能板直角边源","9","8917","2048","TURN_LEFT_LATCHED","TURN_LEFT","56","6","0","129","225","209"
"太阳能板直角边源.txt","太阳能板直角边源","9","8940","2077","TURN_LEFT_LATCHED","TURN_LEFT","20","12","0","208","197","223"
"太阳能板直角边源.txt","太阳能板直角边源","9","8963","2106","TURN_LEFT_LATCHED","TURN_LEFT","8","13","1","229","167","212"
"太阳能板直角边源.txt","太阳能板直角边源","9","8984","2134","TURN_LEFT_LATCHED","TURN_LEFT","16","12","4","193","157","186"
"太阳能板直角边源.txt","太阳能板直角边源","9","9007","2164","TURN_LEFT_LATCHED","TURN_LEFT","14","13","3","174","167","191"
"太阳能板直角边源.txt","太阳能板直角边源","9","9030","2193","TURN_LEFT_LATCHED","TURN_LEFT","12","15","3","174","184","219"
"太阳能板直角边源.txt","太阳能板直角边源","9","9053","2221","TURN_LEFT_LATCHED","TURN_LEFT","10","15","2","176","204","245"
"太阳能板直角边源.txt","太阳能板直角边源","9","9076","2250","TURN_LEFT_LATCHED","TURN_LEFT","10","5","43","183","240","165"
"太阳能板直角边源.txt","太阳能板直角边源","9","9099","2279","TURN_LEFT_LATCHED","TURN_LEFT","8","23","88","212","198","61"
"太阳能板直角边源.txt","太阳能板直角边源","9","9118","2304","RECOVERY","STOP","5","83","84","231","69","59"
"太阳能板直角边源.txt","太阳能板直角边源","9","9124","2311","SAFE","FORWARD","11","91","83","220","51","64"
"太阳能板直角边源.txt","太阳能板直角边源","9","9146","2339","SAFE","FORWARD","66","90","87","96","43","51"
"太阳能板直角边源.txt","太阳能板直角边源","9","9169","2368","SAFE","FORWARD","98","89","88","30","47","45"
"太阳能板直角边源.txt","太阳能板直角边源","9","9192","2397","SAFE","FORWARD","93","93","92","39","39","33"
"太阳能板直角边源.txt","太阳能板直角边源","9","9215","2425","SAFE","FORWARD","96","92","91","31","41","35"
"太阳能板直角边源.txt","太阳能板直角边源","9","9238","2455","SAFE","FORWARD","93","90","91","34","39","35"
"太阳能板直角边源.txt","太阳能板直角边源","9","9260","2483","SAFE","FORWARD","92","90","93","33","42","34"
"太阳能板直角边源.txt","太阳能板直角边源","9","9282","2512","SAFE","FORWARD","92","89","90","33","43","39"
"太阳能板直角边源.txt","太阳能板直角边源","9","9305","2541","SAFE","FORWARD","93","89","91","33","44","37"
"太阳能板直角边源.txt","太阳能板直角边源","9","9328","2570","SAFE","FORWARD","92","89","91","34","44","37"
"太阳能板直角边源.txt","太阳能板直角边源","9","9351","2599","SAFE","FORWARD","92","88","91","33","43","37"
"太阳能板直角边源.txt","太阳能板直角边源","9","9374","2627","SAFE","FORWARD","92","88","91","34","44","37"
"太阳能板直角边源.txt","太阳能板直角边源","10","9387","3","UNARMED","STOP","1","81","35","213","62","174"
"太阳能板直角边源.txt","太阳能板直角边源","10","9393","8","SAFE","FORWARD","1","81","34","216","66","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9397","37","SAFE","FORWARD","1","81","34","219","67","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9398","66","SAFE","FORWARD","1","81","34","221","68","179"
"太阳能板直角边源.txt","太阳能板直角边源","10","9417","119","SAFE","FORWARD","1","81","34","221","68","179"
"太阳能板直角边源.txt","太阳能板直角边源","10","9439","148","SAFE","FORWARD","1","81","34","222","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9462","177","SAFE","FORWARD","1","81","33","222","69","180"
"太阳能板直角边源.txt","太阳能板直角边源","10","9485","204","SAFE","FORWARD","1","81","34","222","69","179"
"太阳能板直角边源.txt","太阳能板直角边源","10","9508","231","SAFE","FORWARD","1","81","34","222","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9531","260","SAFE","FORWARD","1","81","35","222","67","177"
"太阳能板直角边源.txt","太阳能板直角边源","10","9553","285","SAFE","FORWARD","1","81","35","222","67","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9575","313","SAFE","FORWARD","1","81","34","222","68","179"
"太阳能板直角边源.txt","太阳能板直角边源","10","9598","340","SAFE","FORWARD","1","81","34","222","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9621","369","SAFE","FORWARD","1","81","34","222","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9644","398","SAFE","FORWARD","1","81","34","222","68","179"
"太阳能板直角边源.txt","太阳能板直角边源","10","9667","425","SAFE","FORWARD","1","81","34","222","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9689","451","SAFE","FORWARD","1","81","34","222","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9711","478","SAFE","FORWARD","1","81","35","221","68","178"
"太阳能板直角边源.txt","太阳能板直角边源","10","9734","504","SAFE","FORWARD","1","81","35","222","66","177"
"太阳能板直角边源.txt","太阳能板直角边源","10","9757","530","SAFE","FORWARD","1","81","34","223","69","180"
"太阳能板直角边源.txt","太阳能板直角边源","10","9780","559","SAFE","FORWARD","31","84","6","179","64","233"
"太阳能板直角边源.txt","太阳能板直角边源","10","9783","562","CAUTION","STOP","37","79","3","166","76","236"
"太阳能板直角边源.txt","太阳能板直角边源","10","9786","565","TURN_LEFT_LATCHED","TURN_LEFT","42","74","1","155","88","238"
"太阳能板直角边源.txt","太阳能板直角边源","10","9809","594","TURN_LEFT_LATCHED","TURN_LEFT","67","38","0","94","171","224"
"太阳能板直角边源.txt","太阳能板直角边源","10","9832","618","TURN_LEFT_LATCHED","TURN_LEFT","67","37","0","95","171","224"
"太阳能板直角边源.txt","太阳能板直角边源","10","9854","644","TURN_LEFT_LATCHED","TURN_LEFT","67","39","0","95","170","224"
"太阳能板直角边源.txt","太阳能板直角边源","10","9876","670","TURN_LEFT_LATCHED","TURN_LEFT","66","39","0","95","168","224"
"太阳能板直角边源.txt","太阳能板直角边源","10","9899","699","TURN_LEFT_LATCHED","TURN_LEFT","65","40","0","97","166","224"
"太阳能板直角边源.txt","太阳能板直角边源","10","9922","728","TURN_LEFT_LATCHED","TURN_LEFT","63","43","0","101","160","225"
"太阳能板直角边源.txt","太阳能板直角边源","10","9945","757","TURN_LEFT_LATCHED","TURN_LEFT","49","69","0","135","99","238"
"太阳能板直角边源.txt","太阳能板直角边源","10","9960","777","RECOVERY","STOP","28","81","3","179","69","237"
"太阳能板直角边源.txt","太阳能板直角边源","10","9967","782","SAFE","FORWARD","19","90","8","199","53","230"
"太阳能板直角边源.txt","太阳能板直角边源","10","9978","796","CAUTION","STOP","1","78","40","224","73","164"
"太阳能板直角边源.txt","太阳能板直角边源","10","9981","798","TURN_LEFT_LATCHED","TURN_LEFT","0","76","45","223","80","153"
"太阳能板直角边源.txt","太阳能板直角边源","10","10004","823","TURN_LEFT_LATCHED","TURN_LEFT","0","23","88","189","198","65"
"太阳能板直角边源.txt","太阳能板直角边源","10","10027","847","TURN_LEFT_LATCHED","TURN_LEFT","2","14","85","180","218","73"
"太阳能板直角边源.txt","太阳能板直角边源","10","10050","874","TURN_LEFT_LATCHED","TURN_LEFT","2","15","85","180","217","72"
"太阳能板直角边源.txt","太阳能板直角边源","10","10071","901","TURN_LEFT_LATCHED","TURN_LEFT","2","15","85","179","217","72"
"太阳能板直角边源.txt","太阳能板直角边源","10","10094","930","TURN_LEFT_LATCHED","TURN_LEFT","2","14","85","178","218","72"
"太阳能板直角边源.txt","太阳能板直角边源","10","10117","955","TURN_LEFT_LATCHED","TURN_LEFT","3","15","85","177","216","71"
"太阳能板直角边源.txt","太阳能板直角边源","10","10140","984","TURN_LEFT_LATCHED","TURN_LEFT","8","16","86","174","215","70"
"太阳能板直角边源.txt","太阳能板直角边源","10","10163","1012","TURN_LEFT_LATCHED","TURN_LEFT","8","16","86","173","215","70"
"太阳能板直角边源.txt","太阳能板直角边源","10","10186","1042","TURN_LEFT_LATCHED","TURN_LEFT","9","16","86","173","215","70"
"太阳能板直角边源.txt","太阳能板直角边源","10","10207","1062","TURN_LEFT_LATCHED","TURN_LEFT","9","16","86","172","215","70"
"太阳能板直角边源.txt","太阳能板直角边源","10","10230","1092","TURN_LEFT_LATCHED","TURN_LEFT","9","16","85","171","216","70"
